epoch,classification_loss,alignment_or_domain_loss,mean_source_val_f1
1,0.5817598318681121,0.0,0.8770945606906372
2,0.2279145418602623,0.0,0.9222622400204323
3,0.1511152029936958,0.0,0.9389387037190774
4,0.15242012505793673,0.0,0.9129191889562543
5,0.0922574145940424,0.0,0.8960233101866946
6,0.09379352284391394,0.0,0.9269692074423675
7,0.06812104293707168,0.0,0.8864416452464785
8,0.07773514478377855,0.0,0.9310088417705263
