epoch,classification_loss,mmd_penalty,mean_source_f1
1,1.9417149928899913,0.4253094321451126,0.050625574118375226
2,1.9307565612670703,0.2342839004853979,0.050625574118375226
3,1.9248456786840389,0.02857308789817059,0.050625574118375226
4,1.9172102977067997,0.014570760990405439,0.050625574118375226
5,1.916092727938269,0.022926050721882626,0.050625574118375226
6,1.913557248747247,0.012295864244353853,0.050625574118375226
